城市,方式,楼盘名称,户型,城市地区,区内地段,面积,朝向,标签,价格,楼层类型,楼层数,封面图,品牌,详情链接
东莞,独栋,有巢公寓 松山湖店 开业九折 免管理费 落地窗湖景房 押一 智能安防 拎包入住A 开间,1室0厅1卫,,,31.00㎡,,独栋公寓 月租 精装 开放厨房 押一付一,1431-1503元/月,,层,https://image1.ljcdn.com/wanjia/08c9c51d210e212cd65c3e8f121c5f58-1766411317344/f4d7fd85107c21dfd1f9071ccd0548c9.jpg.250x182.jpg,,https://dg.lianjia.com/apartment/101713.html
东莞,整租,锦绣半山,3室2厅2卫,虎门镇,黄河中心,96.00㎡,东南,双卫生间 随时看房,2500元/月,高楼层,17层,"https://image1.ljcdn.com/110000-inspection/pc1_cWkX6vUxg.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2102330234991804416.html
东莞,独栋,有巢公寓 松山湖店 万象汇上盖 华润自持 可对公开票 租期灵活  拎包入住C 开间,1室0厅1卫,,,34.00㎡,,独栋公寓 月租 精装 开放厨房 押一付一,1593-2000元/月,,层,https://image1.ljcdn.com/wanjia/08c9c51d210e212cd65c3e8f121c5f58-1766418487728/5d8446eae52061cab51af472ad4e6d6c.jpg.250x182.jpg,,https://dg.lianjia.com/apartment/101713.html
东莞,独栋,松寓 专家公寓 松寓西南向两房一厅，华为/松山湖教师专享折扣，可短租月付，180度落地窗双层玻璃，窗外是4A景区湖景,2室1厅1卫,,,80.00㎡,,独栋公寓 精装 有阳台 开放厨房,3889元/月,,层,https://image1.ljcdn.com/wanjia/21ba52fb7ab4747611664cf73a18726f-1768462023943/ce88f7d5639cc6b23964f2ae7caa97bd.jpg.250x182.jpg,,https://dg.lianjia.com/apartment/46890.html
东莞,独栋,源社里青年服务公寓 华南摩尔店 万江,1室0厅1卫,,,32.00㎡,,独栋公寓 月租 拎包入住 精装 有阳台 开放厨房 押一付一,930-1110元/月,,层,https://image1.ljcdn.com/wanjia/b1b0c124db0f5debaf80e80eb33c6386-1715839410712/45107a6f8fcdb0f93c527adc3ab66226.jpg.250x182.jpg,,https://dg.lianjia.com/apartment/57352.html
东莞,独栋,诗莱德酒店公寓 诗莱德行政公寓店 豪华雅致一居室，年租首月免租 无中介费,1室1厅1卫,,,45.00㎡,,独栋公寓 月租 拎包入住 精装 开放厨房,3500-3800元/月,,层,https://image1.ljcdn.com/wanjia/24ce84e911dbe82a5bee1f4dedf95ee2-1686816454075/53bce570d8fd48dfbc82320ce7785c75.jpg.250x182.jpg,,https://dg.lianjia.com/apartment/62903.html
东莞,独栋,源悦里青年公寓酒店 国贸店 地铁旁丨精装小户 民用水电 押一付一  1996 元轻松安家 开间,1室0厅1卫,,,27.00㎡,,新上 独栋公寓 月租 拎包入住 近地铁 精装 押一付一,1999元/月,,层,https://image1.ljcdn.com/wanjia/0bca72567bc162aac9f0e6f89865f393-1749032284131/d9cba4b06034f160a12370fdb98a1924.jpg.250x182.jpg,,https://dg.lianjia.com/apartment/86374.html
东莞,整租,卓越弥敦道御府,2室1厅1卫,石碣镇,石碣镇,29.35㎡,南,精装 随时看房,1400元/月,中楼层,21层,"https://image1.ljcdn.com/110000-inspection/pc1_N2OheUlbB.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2102329925057904640.html
东莞,整租,富雅花园,2室1厅1卫,东城区,花园新村,62.00㎡,东,精装,1300元/月,中楼层,12层,"https://image1.ljcdn.com/110000-inspection/pc1_Qnk3FSGhR.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2102350576057581568.html
东莞,整租,锦绣半山,3室1厅1卫,虎门镇,黄河中心,95.00㎡,南,精装 随时看房,2300元/月,中楼层,17层,"https://image1.ljcdn.com/110000-inspection/pc1_7gZv5By77_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2102370935473438720.html
东莞,整租,保利欢乐大都汇,1室0厅1卫,南城区,南城车站,41.00㎡,南,精装 随时看房,1500元/月,低楼层,25层,"https://image1.ljcdn.com/110000-inspection/pc1_UOVaZC3hH.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2102369520185245696.html
东莞,独栋,源悦里青年公寓酒店 国贸店 万达 世博广场 二中陪读 精装修一房一厅,1室1厅1卫,,,40.00㎡,,独栋公寓 月租 拎包入住 近地铁 精装 开放厨房 押一付一,2799元/月,,层,https://image1.ljcdn.com/wanjia/0bca72567bc162aac9f0e6f89865f393-1757422642014/8f7ec6740835d6abff80038a41ec3050.jpg.250x182.jpg,,https://dg.lianjia.com/apartment/86374.html
东莞,独栋,源悦里青年公寓酒店 东莞国贸店 网红奶油轻奢风温馨一居 市中心地铁口 开间,1室0厅1卫,,,20.00㎡,,独栋公寓 月租 近地铁 精装 开放厨房 押一付一,1690元/月,,层,https://image1.ljcdn.com/wanjia/0bca72567bc162aac9f0e6f89865f393-1757316483023/25189b618db4b881588c0d4396d55363.jpg.250x182.jpg,,https://dg.lianjia.com/apartment/83535.html
东莞,整租,天鹅花园,3室1厅1卫,东城区,花园新村,98.00㎡,东,精装,2000元/月,中楼层,7层,"https://image1.ljcdn.com/110000-inspection/c2c0a9f0-db9c-4774-958e-a5bc1cd3cafe.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2058479603164381184.html
东莞,整租,金地湖山大境三期,2室1厅1卫,黄江镇,黄江镇,70.00㎡,东南,精装,2000元/月,低楼层,17层,"https://image1.ljcdn.com/110000-inspection/pc1_ch4nlVgON.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2058412549870714880.html
东莞,整租,万科星城,4室2厅2卫,洪梅镇,洪梅镇,119.00㎡,东,精装 双卫生间,2000元/月,高楼层,13层,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20251211101918d13,链家,https://dg.lianjia.com/zufang/DG2058928060358459392.html
东莞,整租,万科翡丽山,4室2厅2卫,南城区,水濂山,174.00㎡,南,精装 双卫生间 随时看房,5200元/月,高楼层,17层,"https://image1.ljcdn.com/110000-inspection/pc1_KCosTrwld.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2058923199713771520.html
东莞,整租,保利时区,3室2厅2卫,虎门镇,新联,95.93㎡,南,近地铁 精装 双卫生间 随时看房,3800元/月,中楼层,47层,"https://image1.ljcdn.com/110000-inspection/pc1_dLbr3yo9C.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2059104141329825792.html
东莞,独栋,优e家公寓 石龙店 押一付一 石龙老城区 佰美广场 精装单间 拎包入住 开间,1室0厅1卫,,,30.00㎡,,独栋公寓 精装 开放厨房 押一付一,599元/月,,层,https://image1.ljcdn.com/wanjia/257f1749b4d467bee43fbde900cbead9-1757035207569/1a21113be7f125cebd0647ff0dc66d44.jpg.250x182.jpg,,https://dg.lianjia.com/apartment/49323.html
东莞,独栋,优e家公寓 石碣店 石碣横滘 4-6人宿舍房 可单租床位 接受工厂定制宿舍 开间,1室0厅1卫,,,60.00㎡,,独栋公寓 有阳台 开放厨房 押一付一,800元/月,,层,https://image1.ljcdn.com/wanjia/257f1749b4d467bee43fbde900cbead9-1768468214820/cada3ec01df71ecaae01d63933988ce9.jpg.250x182.jpg,,https://dg.lianjia.com/apartment/96076.html
东莞,整租,悠然山庄,3室2厅1卫,樟木头镇,樟木头镇,92.66㎡,东南,,1600元/月,高楼层,11层,"https://image1.ljcdn.com/110000-inspection/c64259013384ab290c2c219bf1a01ac7-066.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2058906787947479040.html
东莞,整租,聚豪名轩,1室1厅1卫,石龙镇,石龙镇,45.00㎡,南,精装,1300元/月,低楼层,18层,"https://image1.ljcdn.com/110000-inspection/pc1_jMt7XHVfj.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2058782728039432192.html
东莞,独栋,今楚公寓 建卫南街二巷二号 可短租，近体育公园，沃尔玛，综合市场，精装单间 开间,1室0厅1卫,,,25.00㎡,,独栋公寓 月租 精装 有阳台 开放厨房,500元/月,,层,https://image1.ljcdn.com/wanjia/acb15f8e7c434b833a909bdf829d728f-1738932222897/f46958cca824ed0ada1dabefda75bff9.jpg.250x182.jpg,,https://dg.lianjia.com/apartment/84940.html
东莞,整租,寰宇汇金中心,2室1厅1卫,南城区,南城车站,50.00㎡,南,近地铁 精装,2800元/月,低楼层,27层,"https://image1.ljcdn.com/110000-inspection/pc1_zsVnLfG4h.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2058780933632294912.html
东莞,整租,万科虹溪诺雅,4室2厅2卫,松山湖高新区,松山湖,174.36㎡,西南,精装 双卫生间,8000元/月,中楼层,16层,"https://image1.ljcdn.com/110000-inspection/pc1_9tI02xQ9n.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2058779089384243200.html
东莞,整租,万科金域华庭,1室0厅0卫,东城区,黄旗山,12.00㎡,东,近地铁,500元/月,,层,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20251211101918d13,,https://dg.lianjia.com/zufang/DG2036386189254066176.html
东莞,整租,大富豪广场,3室1厅1卫,樟木头镇,樟木头镇,91.00㎡,东南,随时看房,900元/月,中楼层,42层,"https://image1.ljcdn.com/110000-inspection/84c10d315c686a606e56779e6f64a131-058.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2036385232122281984.html
东莞,整租,松湖碧桂园,4室2厅2卫,大岭山镇,大岭山镇,110.00㎡,南,精装 双卫生间 随时看房,3200元/月,高楼层,32层,"https://image1.ljcdn.com/110000-inspection/pc1_53xRpdeQE.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2036441514049011712.html
东莞,独栋,优e家公寓 莞城运河店 押一付一，莞城近东城，精装阳台单间，拎包入住，可短租 开间,1室0厅1卫,,,30.00㎡,,独栋公寓 拎包入住 精装 有阳台 开放厨房 押一付一,699元/月,,层,https://image1.ljcdn.com/wanjia/257f1749b4d467bee43fbde900cbead9-1764210963922/57600743415e578e9027835e64ac3032.jpg.250x182.jpg,,https://dg.lianjia.com/apartment/94427.html
东莞,整租,天骄峰景,6室2厅4卫,东城区,石井,280.00㎡,东,精装 随时看房,8800元/月,低楼层,30层,"https://image1.ljcdn.com/110000-inspection/pc1_K4ZTzIEMW.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2036077071981084672.html
东莞,整租,佳兆业帝景中央,4室2厅2卫,南城区,西平,154.75㎡,南,精装 双卫生间 随时看房,4300元/月,中楼层,32层,"https://image1.ljcdn.com/110000-inspection/pc1_iKeYwPpml_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2036354896243982336.html
东莞,整租,万科首铸东江之星,1室1厅1卫,南城区,宏远北,32.00㎡,南,精装 随时看房,1150元/月,中楼层,46层,"https://image1.ljcdn.com/110000-inspection/pc1_iFOykAoi5.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2036354240183533568.html
东莞,独栋,常平逸家公寓 兴市公寓店 常平镇汇丽华附近单间 开间,1室0厅1卫,,,30.00㎡,,独栋公寓 月租 押一付一,550元/月,,层,https://image1.ljcdn.com/wanjia/b8e926c5df4d6909ff35e817029d25bf-1752927883575/21e9b378804fbd434d881301bfd4ca95.jpg.250x182.jpg,,https://dg.lianjia.com/apartment/95433.html
东莞,独栋,优e家公寓 莞城运河店 莞城近东城，押一付一，一房一厅，拎包入住，可周租,1室1厅1卫,,,40.00㎡,,独栋公寓 精装 有阳台 开放厨房 押一付一,900元/月,,层,https://image1.ljcdn.com/wanjia/257f1749b4d467bee43fbde900cbead9-1751448487670/7e296af91211b3da7a0071cd7e3b11e7.jpg.250x182.jpg,,https://dg.lianjia.com/apartment/94427.html
东莞,整租,东实旗云花园,3室2厅2卫,石龙镇,石龙镇,107.00㎡,东,近地铁 精装 双卫生间,2500元/月,高楼层,30层,"https://image1.ljcdn.com/110000-inspection/0b2f75bc-f962-4ce0-bd3d-a48e148b976e.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2036355236326539264.html
东莞,整租,卓越中寰,2室1厅1卫,莞城区,学院路,35.23㎡,东南,近地铁 精装 随时看房,1800元/月,高楼层,22层,"https://image1.ljcdn.com/110000-inspection/pc1_sSBAyW7X8.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2037183842585935872.html
东莞,整租,中惠香樟绿洲,3室2厅1卫,樟木头镇,樟木头镇,86.00㎡,东,精装 随时看房,2000元/月,低楼层,25层,"https://image1.ljcdn.com/110000-inspection/pc1_thpVFFZFM_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2037135183567650816.html
东莞,整租,金地湖山大境三期,3室2厅2卫,黄江镇,黄江镇,105.00㎡,南,精装 双卫生间,2500元/月,中楼层,25层,"https://image1.ljcdn.com/110000-inspection/pc1_f6SMsCLBd.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2037145262048149504.html
东莞,整租,万科运河东1号,1室0厅0卫,莞城区,运河东,12.00㎡,东,,500元/月,,层,"https://image1.ljcdn.com/110000-inspection/098b4f8ef1da69087ab5257ee3bd08c8-048.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2037104138067640320.html
东莞,整租,能源华庄,3室2厅2卫,虎门镇,黄河中心,136.70㎡,东南,精装 双卫生间,2600元/月,低楼层,23层,"https://image1.ljcdn.com/110000-inspection/pc1_U0iqDHLKO.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2036703738709671936.html
东莞,独栋,丰凯粤公寓 旗舰店 秋冬大促，签约最高免一个月房租,1室0厅1卫,,,25.00㎡,,独栋公寓 月租 拎包入住 精装 押一付一,768-1388元/月,,层,https://image1.ljcdn.com/wanjia/fa9c7117279074fdc7fff9b952fe903a-1760231536282/2be61c823985c28de5ff74c1241c0538.jpg.250x182.jpg,,https://dg.lianjia.com/apartment/98579.html
东莞,整租,塞纳城市嘉园,3室2厅1卫,南城区,鸿福路口,87.00㎡,南,精装,2500元/月,中楼层,28层,"https://image1.ljcdn.com/110000-inspection/9a3b635ff42d0a05383362be57486d2d-091.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2036738401264205824.html
东莞,独栋,优e家公寓 石碣店 押一付一 石碣横滘 当天退押金 有水有电 附近厂多,1室1厅1卫,,,60.00㎡,,独栋公寓 月租 有阳台 开放厨房 押一付一,400元/月,,层,https://image1.ljcdn.com/wanjia/257f1749b4d467bee43fbde900cbead9-1768464840911/fe44e79020c5db888565f1b8b8092d5b.jpg.250x182.jpg,,https://dg.lianjia.com/apartment/96076.html
东莞,整租,怡泰楼,1室2厅1卫,莞城区,西城楼,75.36㎡,西,精装 随时看房,3000元/月,低楼层,7层,"https://image1.ljcdn.com/110000-inspection/pc1_Do6983505.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2062431498971119616.html
东莞,整租,家和时代,3室2厅2卫,东城区,寮步,108.00㎡,东,精装 双卫生间 随时看房,3500元/月,低楼层,17层,"https://image1.ljcdn.com/110000-inspection/pc1_AOHwlisVj.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2062474446890860544.html
东莞,整租,海逸豪庭尚都1区,4室2厅2卫,厚街镇,厚街镇,155.00㎡,南,精装 双卫生间 随时看房,7500元/月,低楼层,3层,"https://image1.ljcdn.com/110000-inspection/3bf3f762-f4ff-46fe-97e9-b4127fe066b7.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",链家,https://dg.lianjia.com/zufang/DG2062523894643818496.html
东莞,整租,丰泰东海城堡,3室2厅2卫,虎门镇,新联,90.00㎡,东,精装 双卫生间,2500元/月,中楼层,18层,"https://image1.ljcdn.com/110000-inspection/d081ddf4-8a5f-4851-b9aa-61d26ff33f5b.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",链家,https://dg.lianjia.com/zufang/DG2062480178004623360.html
东莞,整租,中信阳光假日,3室2厅3卫,东城区,东泰,200.00㎡,东,精装 随时看房,3200元/月,高楼层,6层,"https://image1.ljcdn.com/110000-inspection/pc1_vnJhvpzaK.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2062490137278808064.html
东莞,整租,方中兰亭轩,1室0厅1卫,南城区,运河东,37.00㎡,南,精装 随时看房,1500元/月,中楼层,28层,"https://image1.ljcdn.com/110000-inspection/pc1_gL0BkF3F3.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2062709623370022912.html
东莞,整租,龙湖,3室1厅1卫,茶山镇,石龙镇,99.00㎡,南,近地铁 精装 随时看房,2400元/月,高楼层,28层,"https://image1.ljcdn.com/110000-inspection/pc1_QM0nRjvPu.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2062531666403917824.html
东莞,整租,旺角新城,4室2厅3卫,常平镇,常平镇,185.00㎡,南,随时看房,4900元/月,低楼层,1层,"https://image1.ljcdn.com/110000-inspection/9df5893dd8959e6a58616919294d2b7a-082.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2062717810382995456.html
东莞,独栋,优e家公寓 石龙店 押一付一石龙老城区 超大两房一厅,2室1厅1卫,,,50.00㎡,,独栋公寓 拎包入住 精装 开放厨房 押一付一,900元/月,,层,https://image1.ljcdn.com/rent-user-avatar/c0f4900b-571d-49f1-92e0-896e7d7b318b.250x182.jpg,,https://dg.lianjia.com/apartment/49323.html
东莞,独栋,百谷公寓 A店 百谷公寓 江边小单间 开间,1室0厅1卫,,,20.00㎡,,独栋公寓 月租 精装 开放厨房 押一付一,700元/月,,层,https://image1.ljcdn.com/wanjia/afedec6fc7c73e8a10775bfa347d8154-1692168598709/62c116ccebba136d2fdedeccb59b0cee.jpg.250x182.jpg,,https://dg.lianjia.com/apartment/24884.html
东莞,整租,天利中央花园,2室1厅1卫,南城区,西平,65.33㎡,南,近地铁 精装 随时看房,2300元/月,高楼层,20层,"https://image1.ljcdn.com/110000-inspection/pc1_UNBFVMxf4.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2062527428793729024.html
东莞,独栋,优e家公寓 优悦公寓 免租一个月 押一付一  寮步横坑 精装阳台单间 可做饭 拎包入住 开间,1室0厅1卫,,,36.00㎡,,独栋公寓 拎包入住 精装 有阳台 开放厨房 押一付一,900元/月,,层,https://image1.ljcdn.com/wanjia/257f1749b4d467bee43fbde900cbead9-1761097363169/ea089d0261e06b7989cfa2bf32e03eda.jpeg.250x182.jpg,,https://dg.lianjia.com/apartment/60098.html
东莞,独栋,虎门力量尚寓 3A店 舒适阳光单间 开间,1室0厅1卫,,,40.70㎡,,独栋公寓 月租 精装 开放厨房,1200-1368元/月,,层,https://image1.ljcdn.com/wanjia/81bb47f3dae3328077cfe81f80393b45-1682472690334/9d4ba123d91d7651432373800545108e.jpg.250x182.jpg,,https://dg.lianjia.com/apartment/61384.html
东莞,整租,丰泰东海山庄,1室0厅0卫,虎门镇,新联,12.50㎡,东,,350元/月,,层,"https://image1.ljcdn.com/110000-inspection/pc1_JZlP3u15F.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2062528087173627904.html
东莞,整租,富基,3室2厅2卫,黄江镇,黄江镇,109.00㎡,南,精装 双卫生间 随时看房,2500元/月,中楼层,31层,"https://image1.ljcdn.com/110000-inspection/pc1_YlTTcL2jU.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2062762070327164928.html
东莞,独栋,虎门力量尚寓 1A店 温馨雅致两居,2室1厅1卫,,,65.08㎡,,独栋公寓 精装 开放厨房,1789元/月,,层,https://image1.ljcdn.com/wanjia/81bb47f3dae3328077cfe81f80393b45-1682474157292/2061f7c603dca71ad05554a7f22d0e04.jpg.250x182.jpg,,https://dg.lianjia.com/apartment/61389.html
东莞,整租,帝豪花園,3室2厅1卫,樟木头镇,樟木头镇,91.00㎡,东,精装 随时看房,2300元/月,低楼层,6层,"https://image1.ljcdn.com/110000-inspection/pc1_0lCg008d2.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2062808157255630848.html
东莞,整租,能源华庄,3室2厅2卫,虎门镇,黄河中心,123.90㎡,东南,精装 双卫生间,2200元/月,中楼层,21层,"https://image1.ljcdn.com/110000-inspection/pc1_Qc1P6qiPn.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://dg.lianjia.com/zufang/DG2062833112567513088.html
